Terrain Entity Table (1345)
-------------------------------------
DIR      |Sup Elev  |Grade   |Curve  
139.6955 |0         |0.3899  |0.0000 
139.7816 |0         |0.4700  |0.0000 
139.8159 |0         |0.4700  |1.5580 
139.8917 |0         |0.1700  |1.5580 
139.9210 |0         |-0.1800 |1.5580 
139.9682 |0         |-0.1800 |0.0000 
139.9688 |0         |-0.4800 |0.0000 
140.1468 |0         |-0.4800 |0.6560 
140.2695 |0         |-0.3700 |0.6560 
140.3485 |0         |-0.3700 |3.4330 
140.3979 |0         |-0.6000 |3.4330 
140.4684 |0         |-0.6000 |0.0000 
140.4896 |0         |-0.4500 |0.0000 
140.6070 |0         |-0.7300 |0.0000 
140.7280 |0         |-0.5899 |0.0000 
140.8161 |0         |-0.2600 |0.0000 
140.8820 |0         |-0.5899 |0.0000 
140.9280 |0         |-0.5899 |2.5990 
140.9852 |0         |-0.9300 |2.5990 
141.0379 |0         |-0.9300 |0.0000 
141.0691 |0         |-0.2000 |0.0000 
141.1686 |0         |0.1600  |0.0000 
141.3051 |0         |0.1900  |0.0000 
141.3464 |0         |0.1900  |1.1799 
141.4072 |0         |0.6800  |1.1799 
141.5189 |0         |0.3100  |1.1799 
141.5193 |0         |0.3100  |0.0000 
141.5811 |0         |0.3200  |0.0680 
141.6521 |0         |0.0600  |0.0680 
141.8509 |0         |-0.2600 |0.0680 
141.8725 |0         |-0.2600 |1.3540 
141.9627 |0         |-0.0300 |1.3540 
142.0038 |0         |-0.0300 |2.4470 
142.0248 |0         |0.3000  |2.4470 
142.0964 |0         |0.6100  |2.4470 
142.1248 |0         |0.6100  |2.6410 
142.1648 |0         |0.3500  |2.6410 
142.2258 |0         |0.3500  |0.0000 
142.2951 |0         |0.5000  |0.0000 
142.3367 |0         |0.5000  |5.5480 
142.3689 |0         |0.0000  |5.5480 
142.3936 |0         |-0.7799 |5.5480 
142.4263 |0         |-1.4299 |5.5480 
142.4265 |0         |-1.4299 |2.6820 
142.4837 |0         |-0.8500 |2.6820 
142.5165 |0         |-0.0700 |2.6820 
142.5523 |0         |-0.0700 |4.6200 
142.5657 |0         |0.2400  |4.6200 
142.6396 |0         |-0.1900 |4.6200 
142.6422 |0         |-0.1900 |3.0639 
142.7214 |0         |-0.5100 |3.0639 
142.7411 |0         |-0.5100 |5.7690 
142.7953 |0         |-0.0100 |5.7690 
142.8218 |0         |-0.0100 |0.0000 
142.8489 |0         |-0.0100 |0.2850 
142.8854 |0         |0.1600  |0.2850 
142.9117 |0         |0.1600  |0.0000 
142.9511 |0         |-0.7200 |0.0000 
143.0375 |0         |-0.7200 |0.2220 
143.0413 |0         |-0.3400 |0.2220 
143.1314 |0         |-0.1100 |0.2220 
143.2350 |0         |-0.1100 |0.4490 
143.4682 |0         |-0.1100 |0.6050 
143.5085 |0         |0.0100  |0.6050 
143.6333 |0         |0.0100  |0.0000 
143.6725 |0         |0.2200  |0.0000 
143.7381 |0         |-0.1500 |0.0000 
143.8939 |0         |0.1000  |0.0000 
144.0316 |0         |0.1000  |0.2660 
144.0333 |0         |-0.1100 |0.2660 
144.1481 |0         |-0.1100 |0.0000 
144.1973 |0         |-0.4600 |0.0000 
144.2066 |0         |-0.4600 |0.2500 
144.2629 |0         |-0.2200 |0.2500 
144.3121 |0         |0.2200  |0.2500 
144.3862 |0         |0.2200  |3.0600 
144.4269 |0         |-0.1900 |3.0600 
144.4862 |0         |-0.1900 |0.0000 
144.5063 |0         |-0.1900 |0.5490 
144.6237 |0         |0.0200  |0.5490 
144.6860 |0         |0.0200  |0.0000 
144.7547 |0         |0.1000  |0.0000 
144.8716 |0         |-0.1500 |0.0000 
144.9108 |0         |-0.1500 |1.2800 
144.9216 |0         |-0.4300 |1.2800 
145.0049 |0         |0.3800  |1.2800 
145.0716 |0         |0.0400  |1.2800 
145.0856 |0         |0.0400  |2.0490 
145.1049 |0         |-0.6900 |2.0490 
145.1383 |0         |-1.0500 |2.0490 
145.2049 |0         |-0.4700 |2.0490 
145.2055 |0         |-0.4700 |2.2310 
145.3216 |0         |0.0200  |2.2310 
145.3246 |0         |0.0200  |0.0000 
145.3841 |0         |0.0200  |1.2880 
145.4883 |0         |-0.2700 |1.2880 
145.5828 |0         |-0.2700 |2.9270 
145.5883 |0         |-0.1200 |2.9270 
145.6716 |0         |-0.3400 |2.9270 
145.6920 |0         |-0.3400 |0.6600 
145.8216 |0         |-0.1900 |0.6600 
145.8409 |0         |-0.1900 |3.0480 
145.9382 |0         |-0.4600 |3.0480 
145.9403 |0         |-0.4600 |0.0000 
146.0383 |0         |-0.7600 |0.0000 
146.1882 |0         |-0.3800 |0.0000 
146.2428 |0         |-0.3800 |0.2680 
146.3049 |0         |0.1400  |0.2680 
146.4273 |0         |0.1400  |0.0000 
146.5049 |0         |0.2500  |0.0000 
146.6049 |0         |0.3600  |0.0000 
146.7951 |0         |0.3600  |0.5990 
146.8216 |0         |0.0800  |0.5990 
146.9049 |0         |0.2700  |0.5990 
146.9841 |0         |0.2700  |0.0000 
147.0383 |0         |0.3899  |0.0000 
147.1034 |0         |0.3899  |3.0220 
147.1882 |0         |0.0700  |3.0220 
147.2028 |0         |0.0700  |0.0000 
147.2216 |0         |-0.2300 |0.0000 
147.2330 |0         |-0.2300 |0.2870 
147.3716 |0         |-0.4600 |0.2870 
147.4549 |0         |-0.2200 |0.2870 
147.4627 |0         |-0.2200 |0.0000 
147.6623 |0         |-0.2200 |2.4700 
147.7723 |0         |-0.2200 |0.0000 
147.8621 |0         |-0.2200 |0.8610 
147.9549 |0         |-0.3200 |0.8610 
148.0919 |0         |-0.3200 |3.9800 
148.1716 |0         |0.0600  |3.9800 
148.1919 |0         |0.0600  |3.4780 
148.2909 |0         |0.0600  |0.0000 
148.3549 |0         |-0.1300 |0.0000 
148.3701 |0         |-0.1300 |0.7560 
148.4382 |0         |0.2500  |0.7560 
148.5583 |0         |0.2500  |2.0450 
148.5716 |0         |-0.1000 |2.0450 
148.6049 |0         |-0.3400 |2.0450 
148.6672 |0         |-0.3400 |0.0000 
148.6716 |0         |-0.6600 |0.0000 
148.7549 |0         |-0.2400 |0.0000 
148.9716 |0         |-0.4900 |0.0000 
149.0549 |0         |0.3100  |0.0000 
149.1216 |0         |-0.0100 |0.0000 
149.2049 |0         |0.3800  |0.0000 
149.2926 |0         |0.3800  |0.3670 
149.3049 |0         |0.1100  |0.3670 
149.4049 |0         |0.0000  |0.3670 
149.5432 |0         |0.0000  |1.6780 
149.5883 |0         |-0.2400 |1.6780 
149.6835 |0         |-0.2400 |0.0000 
149.7549 |0         |-0.2200 |0.0000 
149.8625 |0         |-0.1100 |0.0000 


EFFECTIVE_GRADE_TABLE (3001)
--------------------------------------
Distance In Route  |Effective Grade Percent 
------------------------------------------------------
0.0000             |0.0500                  
0.0500             |0.0500                  
0.1000             |0.0500                  
0.1500             |0.0500                  
0.2000             |0.0500                  
0.2500             |0.0497                  
0.3000             |0.0490                  
0.3500             |0.0485                  
0.4000             |0.0456                  
0.4500             |0.0453                  
0.5000             |0.0546                  
0.5500             |0.0606                  
0.6000             |0.0648                  
0.6500             |0.0641                  
0.7000             |0.0653                  
0.7500             |0.0668                  
0.8000             |0.0659                  
0.8500             |0.0609                  
0.9000             |0.0511                  
0.9500             |0.0348                  
1.0000             |0.0059                  
1.0500             |-0.0173                 
1.1000             |-0.0669                 
1.1500             |-0.1002                 
1.2000             |-0.1342                 
1.2500             |-0.1679                 
1.3000             |-0.2039                 
1.3500             |-0.2437                 
1.4000             |-0.2745                 
1.4500             |-0.2943                 
1.5000             |-0.3205                 
1.5500             |-0.3446                 
1.6000             |-0.3585                 
1.6500             |-0.3856                 
1.7000             |-0.3952                 
1.7500             |-0.4183                 
1.8000             |-0.4202                 
1.8500             |-0.4335                 
1.9000             |-0.4352                 
1.9500             |-0.4466                 
2.0000             |-0.4568                 
2.0500             |-0.4673                 
2.1000             |-0.4661                 
2.1500             |-0.4618                 
2.2000             |-0.4664                 
2.2500             |-0.4640                 
2.3000             |-0.4724                 
2.3500             |-0.4687                 
2.4000             |-0.4811                 
2.4500             |-0.4775                 
2.5000             |-0.4705                 
2.5500             |-0.4729                 
2.6000             |-0.4777                 
2.6500             |-0.4807                 
2.7000             |-0.4826                 
2.7500             |-0.4834                 
2.8000             |-0.4901                 
2.8500             |-0.4882                 
2.9000             |-0.4955                 
2.9500             |-0.5119                 
3.0000             |-0.5176                 
3.0500             |-0.5256                 
3.1000             |-0.5234                 
3.1500             |-0.5134                 
3.2000             |-0.4857                 
3.2500             |-0.4515                 
3.3000             |-0.4120                 
3.3500             |-0.3720                 
3.4000             |-0.3410                 
3.4500             |-0.3127                 
3.5000             |-0.2894                 
3.5500             |-0.2561                 
3.6000             |-0.2280                 
3.6500             |-0.1865                 
3.7000             |-0.1358                 
3.7500             |-0.0912                 
3.8000             |-0.0510                 
3.8500             |-0.0215                 
3.9000             |0.0111                  
3.9500             |0.0539                  
4.0000             |0.0891                  
4.0500             |0.1289                  
4.1000             |0.1653                  
4.1500             |0.1791                  
4.2000             |0.2135                  
4.2500             |0.2326                  
4.3000             |0.2557                  
4.3500             |0.2786                  
4.4000             |0.3060                  
4.4500             |0.3404                  
4.5000             |0.3563                  
4.5500             |0.3784                  
4.6000             |0.4186                  
4.6500             |0.4508                  
4.7000             |0.4588                  
4.7500             |0.4484                  
4.8000             |0.4495                  
4.8500             |0.4591                  
4.9000             |0.4726                  
4.9500             |0.5005                  
5.0000             |0.5258                  
5.0500             |0.5330                  
5.1000             |0.5403                  
5.1500             |0.5465                  
5.2000             |0.5466                  
5.2500             |0.5335                  
5.3000             |0.5185                  
5.3500             |0.5130                  
5.4000             |0.4754                  
5.4500             |0.4315                  
5.5000             |0.3901                  
5.5500             |0.3530                  
5.6000             |0.3106                  
5.6500             |0.2653                  
5.7000             |0.2292                  
5.7500             |0.1924                  
5.8000             |0.1471                  
5.8500             |0.1166                  
5.9000             |0.0899                  
5.9500             |0.0503                  
6.0000             |0.0049                  
6.0500             |-0.0338                 
6.1000             |-0.0610                 
6.1500             |-0.1003                 
6.2000             |-0.1162                 
6.2500             |-0.1200                 
6.3000             |-0.1336                 
6.3500             |-0.1558                 
6.4000             |-0.1750                 
6.4500             |-0.1822                 
6.5000             |-0.1932                 
6.5500             |-0.2099                 
6.6000             |-0.2286                 
6.6500             |-0.2421                 
6.7000             |-0.2566                 
6.7500             |-0.2701                 
6.8000             |-0.2808                 
6.8500             |-0.2888                 
6.9000             |-0.3034                 
6.9500             |-0.3126                 
7.0000             |-0.3135                 
7.0500             |-0.3155                 
7.1000             |-0.3119                 
7.1500             |-0.3076                 
7.2000             |-0.3094                 
7.2500             |-0.3125                 
7.3000             |-0.3114                 
7.3500             |-0.3115                 
7.4000             |-0.3098                 
7.4500             |-0.3062                 
7.5000             |-0.3008                 
7.5500             |-0.2962                 
7.6000             |-0.2948                 
7.6500             |-0.2939                 
7.7000             |-0.2933                 
7.7500             |-0.2904                 
7.8000             |-0.2929                 
7.8500             |-0.2952                 
7.9000             |-0.2951                 
7.9500             |-0.2973                 
8.0000             |-0.2992                 
8.0500             |-0.3006                 
8.1000             |-0.2997                 
8.1500             |-0.3035                 
8.2000             |-0.3069                 
8.2500             |-0.3062                 
8.3000             |-0.3024                 
8.3500             |-0.2972                 
8.4000             |-0.2933                 
8.4500             |-0.2903                 
8.5000             |-0.2880                 
8.5500             |-0.2858                 
8.6000             |-0.2843                 
8.6500             |-0.2823                 
8.7000             |-0.2817                 
8.7500             |-0.2814                 
8.8000             |-0.2806                 
8.8500             |-0.2798                 
8.9000             |-0.2796                 
8.9500             |-0.2799                 
9.0000             |-0.2798                 
9.0500             |-0.2785                 
9.1000             |-0.2629                 
9.1500             |-0.2495                 
9.2000             |-0.2361                 
9.2500             |-0.2235                 
9.3000             |-0.2057                 
9.3500             |-0.1861                 
9.4000             |-0.1840                 
9.4500             |-0.1767                 
9.5000             |-0.1584                 
9.5500             |-0.1409                 
9.6000             |-0.1244                 
9.6500             |-0.1069                 
9.7000             |-0.0931                 
9.7500             |-0.0815                 
9.8000             |-0.0733                 
9.8500             |-0.0551                 
9.9000             |-0.0334                 
9.9500             |-0.0172                 
10.0000            |-0.0126                 
10.0500            |-0.0070                 
10.1000            |0.0000                  
10.1500            |0.0124                  
10.2000            |0.0320                  
10.2500            |0.0537                  
10.3000            |0.0573                  
10.3500            |0.0603                  
10.4000            |0.0739                  
10.4500            |0.0853                  
10.5000            |0.0837                  
10.5500            |0.0795                  
10.6000            |0.0868                  
10.6500            |0.0851                  
10.7000            |0.0675                  
10.7500            |0.0470                  
10.8000            |0.0442                  
10.8500            |0.0352                  
10.9000            |0.0176                  
10.9500            |-0.0128                 
11.0000            |-0.0423                 
11.0500            |-0.0831                 
11.1000            |-0.1210                 
11.1500            |-0.1508                 
11.2000            |-0.1791                 
11.2500            |-0.2098                 
11.3000            |-0.2429                 
11.3500            |-0.2773                 
11.4000            |-0.3122                 
11.4500            |-0.3354                 
11.5000            |-0.3555                 
11.5500            |-0.3742                 
11.6000            |-0.4049                 
11.6500            |-0.4255                 
11.7000            |-0.4412                 
11.7500            |-0.4527                 
11.8000            |-0.4657                 
11.8500            |-0.4816                 
11.9000            |-0.4943                 
11.9500            |-0.5110                 
12.0000            |-0.5216                 
12.0500            |-0.5308                 
12.1000            |-0.5415                 
12.1500            |-0.5499                 
12.2000            |-0.5608                 
12.2500            |-0.5714                 
12.3000            |-0.5838                 
12.3500            |-0.5943                 
12.4000            |-0.5990                 
12.4500            |-0.6000                 
12.5000            |-0.6048                 
12.5500            |-0.6095                 
12.6000            |-0.6135                 
12.6500            |-0.6078                 
12.7000            |-0.6047                 
12.7500            |-0.6022                 
12.8000            |-0.5999                 
12.8500            |-0.5984                 
12.9000            |-0.5971                 
12.9500            |-0.5986                 
13.0000            |-0.5975                 
13.0500            |-0.5979                 
13.1000            |-0.5983                 
13.1500            |-0.6025                 
13.2000            |-0.6047                 
13.2500            |-0.6096                 
13.3000            |-0.6074                 
13.3500            |-0.6039                 
13.4000            |-0.5989                 
13.4500            |-0.5990                 
13.5000            |-0.5999                 
13.5500            |-0.5979                 
13.6000            |-0.5978                 
13.6500            |-0.5981                 
13.7000            |-0.5977                 
13.7500            |-0.5948                 
13.8000            |-0.5955                 
13.8500            |-0.5958                 
13.9000            |-0.5980                 
13.9500            |-0.5981                 
14.0000            |-0.5983                 
14.0500            |-0.5981                 
14.1000            |-0.6007                 
14.1500            |-0.6032                 
14.2000            |-0.6060                 
14.2500            |-0.6016                 
14.3000            |-0.6077                 
14.3500            |-0.6167                 
14.4000            |-0.6243                 
14.4500            |-0.6308                 
14.5000            |-0.6270                 
14.5500            |-0.6268                 
14.6000            |-0.6241                 
14.6500            |-0.6227                 
14.7000            |-0.6128                 
14.7500            |-0.6011                 
14.8000            |-0.5934                 
14.8500            |-0.5964                 
14.9000            |-0.5978                 
14.9500            |-0.6005                 
15.0000            |-0.6013                 
15.0500            |-0.6065                 
15.1000            |-0.6102                 
15.1500            |-0.6094                 
15.2000            |-0.6131                 
15.2500            |-0.6151                 
15.3000            |-0.6221                 
15.3500            |-0.6164                 
15.4000            |-0.6170                 
15.4500            |-0.6123                 
15.5000            |-0.6091                 
15.5500            |-0.6081                 
15.6000            |-0.6056                 
15.6500            |-0.6047                 
15.7000            |-0.6017                 
15.7500            |-0.5977                 
15.8000            |-0.5895                 
15.8500            |-0.5825                 
15.9000            |-0.5793                 
15.9500            |-0.5824                 
16.0000            |-0.5828                 
16.0500            |-0.5831                 
16.1000            |-0.5834                 
16.1500            |-0.5952                 
16.2000            |-0.6011                 
16.2500            |-0.5982                 
16.3000            |-0.6022                 
16.3500            |-0.6071                 
16.4000            |-0.6100                 
16.4500            |-0.6118                 
16.5000            |-0.6074                 
16.5500            |-0.6044                 
16.6000            |-0.5980                 
16.6500            |-0.5928                 
16.7000            |-0.5903                 
16.7500            |-0.5864                 
16.8000            |-0.5859                 
16.8500            |-0.5880                 
16.9000            |-0.5894                 
16.9500            |-0.5866                 
17.0000            |-0.5883                 
17.0500            |-0.5907                 
17.1000            |-0.5988                 
17.1500            |-0.6000                 
17.2000            |-0.6044                 
17.2500            |-0.6100                 
17.3000            |-0.6161                 
17.3500            |-0.6179                 
17.4000            |-0.6154                 
17.4500            |-0.6172                 
17.5000            |-0.6146                 
17.5500            |-0.6091                 
17.6000            |-0.6055                 
17.6500            |-0.6054                 
17.7000            |-0.6062                 
17.7500            |-0.5974                 
17.8000            |-0.5840                 
17.8500            |-0.5780                 
17.9000            |-0.5762                 
17.9500            |-0.5738                 
18.0000            |-0.5744                 
18.0500            |-0.5764                 
18.1000            |-0.5765                 
18.1500            |-0.5795                 
18.2000            |-0.5846                 
18.2500            |-0.5906                 
18.3000            |-0.5782                 
18.3500            |-0.5697                 
18.4000            |-0.5649                 
18.4500            |-0.5677                 
18.5000            |-0.5672                 
18.5500            |-0.5573                 
18.6000            |-0.5627                 
18.6500            |-0.5770                 
18.7000            |-0.5825                 
18.7500            |-0.5857                 
18.8000            |-0.5870                 
18.8500            |-0.5889                 
18.9000            |-0.5956                 
18.9500            |-0.5881                 
19.0000            |-0.5914                 
19.0500            |-0.5768                 
19.1000            |-0.5600                 
19.1500            |-0.5567                 
19.2000            |-0.5503                 
19.2500            |-0.5423                 
19.3000            |-0.5279                 
19.3500            |-0.5197                 
19.4000            |-0.5020                 
19.4500            |-0.4698                 
19.5000            |-0.4393                 
19.5500            |-0.4205                 
19.6000            |-0.3881                 
19.6500            |-0.3504                 
19.7000            |-0.3201                 
19.7500            |-0.3037                 
19.8000            |-0.2817                 
19.8500            |-0.2525                 
19.9000            |-0.2403                 
19.9500            |-0.2244                 
20.0000            |-0.2117                 
20.0500            |-0.1952                 
20.1000            |-0.1736                 
20.1500            |-0.1526                 
20.2000            |-0.1347                 
20.2500            |-0.1230                 
20.3000            |-0.1123                 
20.3500            |-0.0997                 
20.4000            |-0.0904                 
20.4500            |-0.0779                 
20.5000            |-0.0612                 
20.5500            |-0.0522                 
20.6000            |-0.0522                 
20.6500            |-0.0506                 
20.7000            |-0.0426                 
20.7500            |-0.0390                 
20.8000            |-0.0240                 
20.8500            |-0.0128                 
20.9000            |-0.0287                 
20.9500            |-0.0026                 
21.0000            |0.0157                  
21.0500            |0.0148                  
21.1000            |0.0006                  
21.1500            |-0.0054                 
21.2000            |0.0034                  
21.2500            |-0.0101                 
21.3000            |-0.0115                 
21.3500            |-0.0072                 
21.4000            |-0.0135                 
21.4500            |-0.0216                 
21.5000            |-0.0126                 
21.5500            |-0.0192                 
21.6000            |-0.0188                 
21.6500            |-0.0286                 
21.7000            |-0.0049                 
21.7500            |-0.0032                 
21.8000            |-0.0092                 
21.8500            |-0.0027                 
21.9000            |0.0125                  
21.9500            |0.0165                  
22.0000            |0.0065                  
22.0500            |0.0155                  
22.1000            |0.0234                  
22.1500            |0.0141                  
22.2000            |0.0080                  
22.2500            |0.0242                  
22.3000            |0.0233                  
22.3500            |0.0251                  
22.4000            |0.0173                  
22.4500            |0.0089                  
22.5000            |0.0059                  
22.5500            |0.0074                  
22.6000            |0.0050                  
22.6500            |0.0017                  
22.7000            |-0.0012                 
22.7500            |0.0002                  
22.8000            |-0.0023                 
22.8500            |0.0005                  
22.9000            |0.0034                  
22.9500            |0.0070                  
23.0000            |0.0083                  
23.0500            |0.0082                  
23.1000            |0.0091                  
23.1500            |0.0080                  
23.2000            |0.0086                  
23.2500            |0.0078                  
23.3000            |0.0083                  
23.3500            |-0.0003                 
23.4000            |-0.0085                 
23.4500            |-0.0150                 
23.5000            |-0.0167                 
23.5500            |-0.0156                 
23.6000            |-0.0156                 
23.6500            |-0.0144                 
23.7000            |-0.0128                 
23.7500            |-0.0113                 
23.8000            |-0.0044                 
23.8500            |0.0118                  
23.9000            |0.0235                  
23.9500            |0.0375                  
24.0000            |0.0495                  
24.0500            |0.0670                  
24.1000            |0.0809                  
24.1500            |0.0947                  
24.2000            |0.1132                  
24.2500            |0.1269                  
24.3000            |0.1382                  
24.3500            |0.1501                  
24.4000            |0.1620                  
24.4500            |0.1688                  
24.5000            |0.1778                  
24.5500            |0.1848                  
24.6000            |0.1939                  
24.6500            |0.1949                  
24.7000            |0.1952                  
24.7500            |0.2000                  
24.8000            |0.2060                  
24.8500            |0.2115                  
24.9000            |0.2163                  
24.9500            |0.2263                  
25.0000            |0.2308                  
25.0500            |0.2332                  
25.1000            |0.2390                  
25.1500            |0.2468                  
25.2000            |0.2501                  
25.2500            |0.2548                  
25.3000            |0.2538                  
25.3500            |0.2528                  
25.4000            |0.2519                  
25.4500            |0.2507                  
25.5000            |0.2499                  
25.5500            |0.2491                  
25.6000            |0.2497                  
25.6500            |0.2514                  
25.7000            |0.2528                  
25.7500            |0.2542                  
25.8000            |0.2555                  
25.8500            |0.2570                  
25.9000            |0.2588                  
25.9500            |0.2854                  
26.0000            |0.2670                  
26.0500            |0.2530                  
26.1000            |0.2566                  
26.1500            |0.2567                  
26.2000            |0.2575                  
26.2500            |0.2548                  
26.3000            |0.2593                  
26.3500            |0.2591                  
26.4000            |0.2498                  
26.4500            |0.2511                  
26.5000            |0.2553                  
26.5500            |0.2441                  
26.6000            |0.2563                  
26.6500            |0.2573                  
26.7000            |0.2659                  
26.7500            |0.2489                  
26.8000            |0.2515                  
26.8500            |0.2540                  
26.9000            |0.2429                  
26.9500            |0.2370                  
27.0000            |0.2322                  
27.0500            |0.2277                  
27.1000            |0.1968                  
27.1500            |0.1811                  
27.2000            |0.1703                  
27.2500            |0.1572                  
27.3000            |0.1359                  
27.3500            |0.1194                  
27.4000            |0.1154                  
27.4500            |0.1054                  
27.5000            |0.1040                  
27.5500            |0.0952                  
27.6000            |0.0863                  
27.6500            |0.0815                  
27.7000            |0.0801                  
27.7500            |0.0739                  
27.8000            |0.0690                  
27.8500            |0.0678                  
27.9000            |0.0689                  
27.9500            |0.0656                  
28.0000            |0.0638                  
28.0500            |0.0610                  
28.1000            |0.0584                  
28.1500            |0.0497                  
28.2000            |0.0423                  
28.2500            |0.0355                  
28.3000            |0.0317                  
28.3500            |0.0247                  
28.4000            |0.0180                  
28.4500            |0.0184                  
28.5000            |0.0221                  
28.5500            |0.0233                  
28.6000            |0.0182                  
28.6500            |0.0169                  
28.7000            |0.0268                  
28.7500            |0.0383                  
28.8000            |0.0523                  
28.8500            |0.0667                  
28.9000            |0.0802                  
28.9500            |0.0933                  
29.0000            |0.1104                  
29.0500            |0.1226                  
29.1000            |0.1283                  
29.1500            |0.1369                  
29.2000            |0.1557                  
29.2500            |0.1744                  
29.3000            |0.1845                  
29.3500            |0.1986                  
29.4000            |0.2101                  
29.4500            |0.2240                  
29.5000            |0.2264                  
29.5500            |0.2331                  
29.6000            |0.2387                  
29.6500            |0.2421                  
29.7000            |0.2440                  
29.7500            |0.2526                  
29.8000            |0.2571                  
29.8500            |0.2623                  
29.9000            |0.2708                  
29.9500            |0.2780                  
30.0000            |0.2809                  
30.0500            |0.2918                  
30.1000            |0.3061                  
30.1500            |0.3067                  
30.2000            |0.3100                  
30.2500            |0.3129                  
30.3000            |0.3162                  
30.3500            |0.3122                  
30.4000            |0.3105                  
30.4500            |0.3095                  
30.5000            |0.3106                  
30.5500            |0.3125                  
30.6000            |0.3157                  
30.6500            |0.3173                  
30.7000            |0.3182                  
30.7500            |0.3141                  
30.8000            |0.3088                  
30.8500            |0.3043                  
30.9000            |0.3005                  
30.9500            |0.2997                  
31.0000            |0.2991                  
31.0500            |0.3046                  
31.1000            |0.3085                  
31.1500            |0.3113                  
31.2000            |0.3075                  
31.2500            |0.3038                  
31.3000            |0.2983                  
31.3500            |0.2964                  
31.4000            |0.2977                  
31.4500            |0.2975                  
31.5000            |0.2941                  
31.5500            |0.2926                  
31.6000            |0.2961                  
31.6500            |0.2964                  
31.7000            |0.2962                  
31.7500            |0.2960                  
31.8000            |0.3018                  
31.8500            |0.2980                  
31.9000            |0.2979                  
31.9500            |0.2994                  
32.0000            |0.3031                  
32.0500            |0.3033                  
32.1000            |0.3024                  
32.1500            |0.3039                  
32.2000            |0.3024                  
32.2500            |0.2941                  
32.3000            |0.2858                  
32.3500            |0.2741                  
32.4000            |0.2591                  
32.4500            |0.2442                  
32.5000            |0.2260                  
32.5500            |0.2092                  
32.6000            |0.1908                  
32.6500            |0.1776                  
32.7000            |0.1666                  
32.7500            |0.1542                  
32.8000            |0.1427                  
32.8500            |0.1323                  
32.9000            |0.1186                  
32.9500            |0.1102                  
33.0000            |0.0972                  
33.0500            |0.0907                  
33.1000            |0.0822                  
33.1500            |0.0770                  
33.2000            |0.0731                  
33.2500            |0.0680                  
33.3000            |0.0638                  
33.3500            |0.0572                  
33.4000            |0.0539                  
33.4500            |0.0452                  
33.5000            |0.0378                  
33.5500            |0.0287                  
33.6000            |0.0187                  
33.6500            |0.0079                  
33.7000            |-0.0006                 
33.7500            |-0.0096                 
33.8000            |-0.0370                 
33.8500            |-0.0580                 
33.9000            |-0.0836                 
33.9500            |-0.1140                 
34.0000            |-0.1426                 
34.0500            |-0.1712                 
34.1000            |-0.1975                 
34.1500            |-0.2279                 
34.2000            |-0.2564                 
34.2500            |-0.2802                 
34.3000            |-0.3069                 
34.3500            |-0.3332                 
34.4000            |-0.3496                 
34.4500            |-0.3723                 
34.5000            |-0.3903                 
34.5500            |-0.4130                 
34.6000            |-0.4234                 
34.6500            |-0.4335                 
34.7000            |-0.4488                 
34.7500            |-0.4581                 
34.8000            |-0.4652                 
34.8500            |-0.4749                 
34.9000            |-0.4885                 
34.9500            |-0.4941                 
35.0000            |-0.5008                 
35.0500            |-0.5134                 
35.1000            |-0.5284                 
35.1500            |-0.5381                 
35.2000            |-0.5530                 
35.2500            |-0.5595                 
35.3000            |-0.5634                 
35.3500            |-0.5681                 
35.4000            |-0.5686                 
35.4500            |-0.5690                 
35.5000            |-0.5693                 
35.5500            |-0.5693                 
35.6000            |-0.5693                 
35.6500            |-0.5691                 
35.7000            |-0.5690                 
35.7500            |-0.5688                 
35.8000            |-0.5692                 
35.8500            |-0.5595                 
35.9000            |-0.5404                 
35.9500            |-0.5253                 
36.0000            |-0.5074                 
36.0500            |-0.4827                 
36.1000            |-0.4576                 
36.1500            |-0.4335                 
36.2000            |-0.4109                 
36.2500            |-0.3857                 
36.3000            |-0.3669                 
36.3500            |-0.3488                 
36.4000            |-0.3271                 
36.4500            |-0.3083                 
36.5000            |-0.2937                 
36.5500            |-0.2766                 
36.6000            |-0.2544                 
36.6500            |-0.2383                 
36.7000            |-0.2261                 
36.7500            |-0.2135                 
36.8000            |-0.1941                 
36.8500            |-0.1823                 
36.9000            |-0.1792                 
36.9500            |-0.1705                 
37.0000            |-0.1609                 
37.0500            |-0.1552                 
37.1000            |-0.1475                 
37.1500            |-0.1373                 
37.2000            |-0.1335                 
37.2500            |-0.1314                 
37.3000            |-0.1227                 
37.3500            |-0.1084                 
37.4000            |-0.1019                 
37.4500            |-0.0953                 
37.5000            |-0.0859                 
37.5500            |-0.0855                 
37.6000            |-0.0881                 
37.6500            |-0.0913                 
37.7000            |-0.0877                 
37.7500            |-0.0846                 
37.8000            |-0.0865                 
37.8500            |-0.0850                 
37.9000            |-0.0829                 
37.9500            |-0.0848                 
38.0000            |-0.0822                 
38.0500            |-0.0821                 
38.1000            |-0.0825                 
38.1500            |-0.0877                 
38.2000            |-0.0945                 
38.2500            |-0.0986                 
38.3000            |-0.1045                 
38.3500            |-0.1083                 
38.4000            |-0.1086                 
38.4500            |-0.1079                 
38.5000            |-0.1132                 
38.5500            |-0.1173                 
38.6000            |-0.1147                 
38.6500            |-0.1087                 
38.7000            |-0.1084                 
38.7500            |-0.1046                 
38.8000            |-0.1053                 
38.8500            |-0.1091                 
